source,target
नीदरलैंड एंटिल्स,डच
एनजे,अंग्रेजी
सेवस्तोपोल,यूक्रेनी <OR> रूसी <OR> आरयू
अरागॉन,स्पेनी भाषा <OR> स्पेनिश <OR> अरागोनीस <OR> स्पेनिश भाषा <OR> कैटलन
कौस्टिनेन,फिनिश
बर्न कैंटन,फ्रेंच
फ्रिसियन,पश्चिमी फ्रिसियन <OR> डच
कैटेलोनिया,कैटलन भाषाशास्त्र <OR> कैटलन भाषा <OR> कैटलन <OR> कैटलन भाषा <OR> कैटलन भाषा <OR> कास्तिलियन <OR> स्पेनिश भाषा <OR> स्पेनिश <OR> पुरानी कैटलन <OR> वालेंसियाई <OR> स्पेनिश भाषा <OR> अरानीस <OR> कैटलन भाषा <OR> कैटलन भाषाविज्ञान <OR> अरानीस बोली <OR> कैटलन <OR> कास्तिलियन स्पेनिश <OR> कैटलन <OR> कैटलोनियन
ताहिती,फ्रेंच
केंद्रीय ब्रसेल्स,डच <OR> फ्रेंच
सोवियत सरकार,रूसी
पश्चिमी जॉर्जियाई,जॉर्जियाई
रूसी सोवियत संघीय समाजवादी गणराज्य,रूसी
जिनेवा कैंटन,फ्रेंच
वेनिस का,इटैलियनीकृत <OR> मानक इतालवी <OR> इटैलियनीकृत <OR> इतालवी <OR> वेनिश भाषा <OR> लैटिन <OR> इटैलियनीकृत <OR> वेनिश भाषा
मंचू,सरलीकृत चीनी <OR> चीनी <OR> मंगोलियाई
कासुबिया,काशुबियन
बेनिन,फ्रेंच भाषा <OR> फ्रेंच
झारखंड,हिंदी <OR> हिंदी <OR> हिंदी भाषा <OR> मानक हिंदी
केप वर्डे द्वीपसमूह,पुर्तगाली
कैंटन टिचिनो,इतालवी भाषा <OR> इतालवी
डीआरसी,फ्रेंच
त्रिनाक्रिया,ग्रीक
ल्यूसर्न,जर्मन भाषा <OR> डीई <OR> जर्मनीकृत
पेट्रोज़ावोद्स्क,रूसी भाषा <OR> रूसी
नोवोरोसिया (संघ),यूक्रेनी <OR> रूसी
लुहान्स्क क्षेत्र,यूक्रेनी <OR> रूसी
दिल्ली,मानक हिंदी <OR> एंग्लो <OR> उर्दू <OR> अंग्रेजी <OR> अंग्रेजी भाषा <OR> पंजाबी <OR> हिन्दुस्तानी <OR> हिंदी <OR> हिंदी भाषा
साम्राज्यवादी रोम,ग्रीक
र्यूक्यू द्वीपसमूह,र्यूक्यूअन
फ्रेंच गणराज्य,फ्रेंच
कोमोरियन्स,कोमोरियन
जापान,राष्ट्रीय भाषा <OR> ग्रेटर जापान टोक्यो बेसबॉल क्लब <OR> जापानी-भाषा <OR> जापानी भाषा <OR> जापानी भाषा <OR> जापान
पीले पानी,यूक्रेनी <OR> रूसी
रिबागोर्जा,कैटलन <OR> मानक कैटलन
मिडलटाउन सीटी,अंग्रेजी
काउंटी कॉर्क,पुरानी अंग्रेजी <OR> आयरिश भाषा <OR> अंग्रेजी <OR> पुरानी आयरिश <OR> गेलिक <OR> आयरिश गेलिक <OR> आयरिश <OR> आधुनिक आयरिश
सर्बिया और मोंटेनेग्रो,सर्बियाई
क्यूबेकी,फ्रेंच
क्रोनोबी,स्वीडिश <OR> फिनिश
सर्बियाई ऑर्थोडॉक्स मठ,चर्च स्लावोनिक
मालदीवी,धिवेही
पश्चिमी जर्मनी,जर्मन भाषा <OR> जर्मन भाषा
अश्शूरी,अश्शूरी <OR> अक्कादी भाषा <OR> अक्कादीयन <OR> अरामी
पेयर्ने,फ्रेंच
हेलमंद,दाढ़ी
कुसामो,फिनिश
ओस्टरसुंड नगर पालिका,स्वीडिश
पोमार्क्कु,फिनिश
आधुनिक ग्रीक,साइप्रियट <OR> अल्बानिया <OR> साइप्रस <OR> ग्रीस
बीजी,बल्गेरियाई
यूक्रेनी गणराज्य,यूक्रेनी
तालोस्सा,तालोसान
कार्थेजियन्स,प्यूनिक
उत्तर सुमात्रा,इंडोनेशियाई <OR> इंडोनेशिया
मध्य विसयास,अंग्रेजी <OR> सेबुआनो <OR> फिलिपिनो <OR> सेबुआनो भाषा
अंतरराष्ट्रीय आपराधिक न्यायालय,फ्रेंच
वेनिश गणराज्य,इतालवी <OR> लैटिन
एपी.,तेलुगु
बल्गेरियाई ऑर्थोडॉक्स,बल्गेरियाई भाषा <OR> बल्गेरियाई
नीदरलैंडर,डच
कुओपिओ,फिनिश भाषा <OR> फिनिश
इज़ाबल,स्पेनिश
उदमुर्तिया,उदमुर्त <OR> उदमुर्त <OR> रूसी
पिटकेर्न द्वीप,अंग्रेजी <OR> पिटकेर्न
पश्चिमी यूक्रेन,यूक्रेनी
कोमी गणराज्य,रूसी <OR> कोमी
वेर-ओ-मार,पुर्तगाली
त्रिनिदाद और टोबैगो,अंग्रेजी
टोल्मेज़ो,इतालवी
फ्लेमिश बेल्जियम,डच
बेलारूस एसएसआर,रूसी
नॉर्वे,नीनोर्स्क <OR> सामी भाषाएँ
जिनेवा स्विट्जरलैंड,फ्रेंच भाषा <OR> फ्रेंच
त्य्रवा,फिनिश
हवाई,हवाई भाषा <OR> हवाई
केरावा,फिनिश
कार,सैंगो <OR> फ्रेंच <OR> संघो
किर्गिज़ गणराज्य,किर्गिज़ <OR> रूसी
डोरोटिया नगर पालिका,स्वीडिश
बुर्किना फासो,फ्रेंच भाषा <OR> फ्रैंकोफोन <OR> फ्रेंच <OR> फ्रेंकोफोन
इथियोपिया,अम्हारिक <OR> अम्हारिक भाषा
नौसिऐनेन,फिनिश भाषा
वेल्स,वेल्श भाषा <OR> पुरानी वेल्श <OR> वेल्श भाषा <OR> आधुनिक वेल्श <OR> एंग्लिसाइज्ड <OR> एंग्लिसाइज्ड <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> वेल्श <OR> वेल्श-माध्यम <OR> अंग्रेजी भाषी <OR> वेल्श <OR> वेल्श भाषी <OR> वेल्श भाषी
हापाजार्वी,फिनिश
किन्नुला,फिनिश
पोल्विजार्वि,फिनिश
दक्षिण जॉर्जिया,अंग्रेजी भाषा <OR> अंग्रेजी
न्यू गिनी,टोक पिसिन
सेंट-पियरे-ए-मिकेलों का क्षेत्रीय समुदाय,फ्रेंच
तुर्कमेनिस्तान,तुर्कमेन <OR> रूसी भाषा <OR> रूसी
डाई वियत,वियतनामी
लुलियो नगर पालिका,स्वीडिश
मेरिन,फ्रेंच
पनामा,स्पेनिश <OR> हिस्पैनिक
वोर्डो,स्वीडिश
कंगास्निएमी,फिनिश भाषा <OR> फिनिश
चेचन्या,चेचन <OR> रूसी <OR> रस
यूरोपीय आर्थिक समुदाय,फ्रेंच
रूस,यूक्रेनी <OR> चेरकेसी <OR> फिनिश <OR> ओस्सेटिक <OR> पुरानी रूसी <OR> अदिगे <OR> काराचे-बाल्कर <OR> खाकास <OR> अज़रबैजानी <OR> रूसी भाषा <OR> बश्कोर्ट <OR> रूसी <OR> इंगुश <OR> टाटर भाषा <OR> स्वीडिश <OR> रूसी भाषा <OR> उदमुर्त <OR> खाकास भाषा <OR> आरयू <OR> चेचन <OR> लेज़्गियन <OR> रूसी भाषा <OR> नोगाय <OR> रूस <OR> एर्ज़्या भाषा <OR> मैडो मारी <OR> मोक्ष <OR> क्रीमियन तातार <OR> बश्किर <OR> काल्मिक <OR> मोक्षण <OR> एर्ज़्या <OR> टाटर भाषा <OR> पोलिश भाषा <OR> बुर्यात <OR> त्यवान <OR> अगुल <OR> अबाज़ा <OR> कोमी <OR> ओस्सेटे <OR> मारी <OR> ओसेटियन <OR> तुवान <OR> पोलिश <OR> काबर्डियन <OR> अघुल <OR> पोलिश भाषा <OR> तातार <OR> कुम्यक <OR> औसत <OR> कोमी भाषा
फिलिपिनो भाषा आयोग,फिलिपिनो <OR> तागालोग
स्तावरोपोल क्राय,रूसी
आईसीएओ,रूसी
उमेओ नगरपालिका,स्वीडिश
लोम्बार्ड्स,लैटिन
मिस्ट्रेटा,इतालवी
मोंट्सेरात,अंग्रेजी भाषा
यूके,अंग्रेजी
एलिस,अंग्रेजी
अचेह,इंडोनेशियाई <OR> इंडोनेशिया
सेंट मार्टेन,डच
माली,फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंकोफोन
पेर्वोमायस्की जिला,रूसी
जाम्बिया,अंग्रेजी <OR> अंग्रेजी भाषी
नाइजर,फ्रेंच
बेनकूलेन,इंडोनेशियाई <OR> इंडोनेशिया
हवाई,अंग्रेजी भाषा <OR> अंग्रेजी <OR> मूल हवाई निवासी <OR> हवाई भाषा <OR> हवाई भाषा <OR> हवाई
पुर्तगाली कीबोर्ड लेआउट,पुर्तगाली भाषा
तिमोर,तेतुम <OR> तेतुन <OR> पुर्तगाली
स्कॉटिश,अंग्रेजी भाषा <OR> अंग्रेजी
आइवोरियन,फ्रेंच
सेशेल्स,अंग्रेजी <OR> फ्रेंच <OR> सेशेल्वासी <OR> सेशेल्वा क्रियोल <OR> सेशेल्वा <OR> सेशेल्वा
रॉयल 22वीं रेजिमेंट,फ्रेंच
मोती महल,उर्दू
मालदीव,मालदीवी भाषा <OR> धिवेही <OR> धिवेही <OR> दिवेही भाषा <OR> डीवी <OR> धिवेही भाषा <OR> धिवेही भाषा <OR> मालदीवी <OR> दिवेही <OR> दिवेही
साम्राज्य युग,ग्रीक <OR> लैटिन
सामूहिक सुरक्षा संधि संगठन,रूसी
कुक द्वीपसमूह,अंग्रेजी
स्वीडिश साम्राज्य,स्वीडिश
रेवोनलाहति,फिनिश
ज़िम्बाब्वे,वेंडा भाषा <OR> ट्सोंगा <OR> चितोंगा <OR> सोना <OR> सेत्स्वाना <OR> सोथो <OR> हाइचवेयर <OR> अंग्रेजी भाषा <OR> शोना भाषी <OR> चिचेवा भाषा <OR> एनडाउ <OR> नाम्ब्या <OR> चेवा <OR> एंग्लो <OR> अंग्रेजी <OR> डोम्बे <OR> ट्स्वा <OR> कलंगा <OR> करंगा <OR> अंग्रेजी भाषी <OR> कोरेकोरे <OR> शोना भाषा <OR> खोसा <OR> सेना भाषा <OR> सेना <OR> ज़ेज़ुरु <OR> त्सोआ <OR> ट्स्वाना भाषा
लिएक्सा,फिनिश
बैंगलोर,कन्नड <OR> कन्नड <OR> कन्नड भाषा
बोस्निया और हर्जेगोविना,क्रोएशियाई <OR> सर्बियाई <OR> सर्बियाई लैटिन
पूर्व-क्रांतिकारी रूस,रूसी
चेचन्या,रूसी
दक्षिण ग्रीनलैंड,ग्रीनलैंडिक
कारिना,फिनिश
काराचे-चेर्केसिया,काबार्डियन <OR> अबाज़ा <OR> काराचे-बाल्कर <OR> कबार्डियन भाषा <OR> रूसी
ब्राज़ील,पुर्तगाली भाषा <OR> पुर्तगाली भाषा <OR> पुर्तगाली
पोर्वू/बोर्गो,स्वीडिश
चाड,फ्रेंच <OR> फ्रैंकोफोन
इजेरमाउस,अमाज़िघ
कैटलन,स्पेनिश
वीडी,एफआर <OR> फ्रेंच
स्वीडिश साम्राज्य,स्वीडिश
टॉयसा,फिनिश
कामचटका क्राय,रूसी
बाली द्वीप,इंडोनेशियाई <OR> इंडोनेशियाई भाषा <OR> बाली भाषा
फ्रेंच रॉयलिस्ट सेनाएं,फ्रेंच
नेनेत्स स्वायत्त जिला,रूसी
जोरोइनेन,फिनिश
इक्वेटोगिनियन,स्पेनिश <OR> फ्रेंच
पूर्व सोवियत संघ,रूसी
कैनरी द्वीपसमूह,यूरोपीय स्पेनिश <OR> स्पेनिश <OR> स्पेनिश भाषा
गर्नसे,फ्रेंच
वर्सोइक्स,फ्रेंच
पीएनजी,अंग्रेजी <OR> टोक पिसिन
मेंड्रिसियो,इतालवी
स्विट्ज़रलैंड,फ्रेंच भाषा <OR> इतालवी भाषा <OR> डीई <OR> इतालवी भाषा <OR> जर्मन भाषी <OR> इतालवी <OR> फ्रेंच <OR> जर्मेनिक <OR> मानक जर्मन <OR> एफआर <OR> जर्मनीकृत <OR> फ्रेंच भाषा <OR> जर्मन भाषा <OR> फ्रेंकोफोन <OR> जीईआर <OR> जर्मन भाषा <OR> आधुनिक जर्मन <OR> फ्रैंकोफोन
ऑलैंड द्वीपसमूह,स्वीडिश <OR> स्वीडिश भाषी
कुबान,रूसी
स्वीडिश-नॉर्वेजियन,स्वीडिश <OR> नॉर्वेजियन
टोइवक्का,फिनिश
लिथुआनियाई,रूथेनियन <OR> लिथुआनियाई
बाहिया,पुर्तगाली
विश्व व्यापार संगठन,फ्रेंच
सोवियत बेलारूस,रूसी <OR> बेलारूसी
आर्ट्साख गणराज्य,आर्मेनियाई
सोलना,स्वीडिश
तुर्की सरकार,तुर्की
रॉयलिस्ट,स्पेनिश
क्रोएशिया,क्रोएट <OR> क्रोएशियाई भाषा <OR> क्रोएशियाई <OR> क्रोएशियाई भाषा
लक्ज़मबर्ग,फ्रेंच भाषा <OR> लक्ज़मबर्गिश <OR> फ्रेंच <OR> लक्ज़मबर्गी भाषा <OR> लक्ज़मबर्ग <OR> जर्मन भाषा <OR> फ्रैंकोफोन <OR> फ्रेंच भाषा <OR> लक्ज़मबर्गिश <OR> जर्मन भाषा <OR> लक्समबर्गी <OR> फ्रैंकोफोन
मेलिटोपोल,यूक्रेनी <OR> रूसी
ईरान,फारसी
ग्राउबुंडेन,रोमांश <OR> इतालवी <OR> रोमांश भाषा
सोंविलियर,फ्रेंच
पुक्किला,फिनिश
फ्रांस,फ्रेंच भाषा <OR> महानगरीय फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> मानक फ्रेंच <OR> पुरानी फ्रेंच <OR> एफआर <OR> फ्रेंच भाषा <OR> फ्रैंकोफोनी <OR> फ्रेंकोफोन <OR> फ्रेंच भाषा <OR> फ्रैंकोफोन
डच गुयाना,डच
मन्न,अंग्रेजी <OR> मैंक्स गेलिक <OR> मैंक्स भाषा <OR> मैंक्स
इटली,इतालवी
एस्टोनिया,वõरो बोली <OR> एस्टोनियाई भाषी <OR> एस्टोनियाई भाषा <OR> एस्टोनियाई
अंतर्राष्ट्रीय प्रकाश आयोग,फ्रेंच
सोलोमन्स,अंग्रेजी
पराग्वे,गुआरानी <OR> स्पेनी भाषा <OR> गुआरानी <OR> स्पेनिश <OR> गुआरानी भाषा <OR> गुआरानी <OR> स्पेनिश भाषा <OR> गुआरानी भाषा <OR> हिस्पैनिक <OR> गुआरानी
मागिया (नगर पालिका),इतालवी
कोलोराडो,अंग्रेजी
लैहिया,फिनिश
लिथुआनिया,लिथुआनियाई भाषा <OR> पुरानी रूथेनियन <OR> लिथुआनियाई भाषा <OR> रूथेनियन <OR> लिथुआनियाई
वालेंसियन क्षेत्र,स्पेनिश <OR> कैटलन <OR> वालेंसियन भाषा
चुकोत्का,चुकची <OR> रूसी <OR> चुकोत
इंग्लैंड,अंग्रेजी भाषा <OR> अंग्रेजी <OR> आधुनिक अंग्रेजी <OR> अंग्रेज़ी भाषी
नेनेत्स स्वायत्त ओक्रग,नेनेट्स <OR> रूसी
शंघाई सहयोग संगठन,चीनी
कनाडाई,फ्रेंच भाषा <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> फ्रेंच <OR> अंग्रेजी भाषी लोग <OR> फ्रेंच भाषा <OR> फ्रेंकोफोन <OR> फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रैंकोफोन
मद्रास शहर,तमिल भाषा
पजाला नगरपालिका,स्वीडिश <OR> फिनिश
बेलारूसी,रूसी
मलयालम,हिंदी
लोकार्नो,इतालवी
वेई,इट्रस्कन
पूर्वी रोमन (बाइज़ेंटाइन),लैटिन
एनकेआर,आर्मेनियाई
फिनलैंड,स्वीडिश <OR> स्वीडिश भाषा <OR> फिनिश बोलियाँ <OR> स्वीडिश भाषी <OR> फिनिश भाषा <OR> फिनिश <OR> फिनिश <OR> फिनिश भाषा <OR> स्वीडिश भाषा
करेलियन,फिनिश सीमा <OR> रूसी <OR> करेलिया <OR> फिनलैंड
कोलोनी,फ्रेंच
ताइवान,पुतोंगहुआ <OR> मंदारिन <OR> आधुनिक मानक मंदारिन <OR> गुओयु <OR> मानक भाषा <OR> आधुनिक मानक चीनी <OR> मानक चीनी
एनोनटेकिओ,फिनिश
सर्बियाई ऑर्थोडॉक्स,सर्ब <OR> सर्बियाई <OR> सर्बियाई सिरिलिक
घानियन,अंग्रेजी <OR> अंग्रेज़ी भाषी
राष्ट्रीय राजधानी क्षेत्र,उर्दू <OR> हिंदी
तुस्नीएमी,फिनिश
फिलिपीना,अंग्रेजी भाषा <OR> फिलिपिनो
आर्जेप्लोग,सामी भाषा <OR> सैमी <OR> स्वीडिश
बश्किर भाषा,बश्कोर्तोस्तान
लीडिया,लिडियन भाषा <OR> लिडियन
मिकेलॉन,फ्रेंच
अगारक अरागत्सोत्न,आर्मेनियाई
हैती,फ्रेंच क्रियोल <OR> फ्रेंच भाषा <OR> हैतियन क्रियोल <OR> हैतियन क्रियोल <OR> क्रेयोल <OR> फ्रेंच <OR> क्रियोल <OR> एफआर <OR> हैतियन क्रेयोल <OR> क्रेयोल <OR> क्रियोल <OR> फ्रैंकोफोन
देहेउबार्थ,वेल्श भाषा <OR> वेल्श
यूक्रेन,यूक्रेनी <OR> укр
मास्कोवी राज्य,रूसी
गिनी,फ्रेंच <OR> फ्रैंकोफोन
भाषा विकास और निर्माण निकाय,इंडोनेशियाई <OR> इंडोनेशियाई भाषा <OR> इंडोनेशिया
स्पेनिश राज्य,स्पेनिश
लक्ज़मबर्गिश,फ्रेंच
कौटो मिक्सटो,स्पेनिश <OR> गैलिशियन <OR> पुर्तगाली
ब्रुनेई,अंग्रेजी भाषा <OR> अंग्रेजी <OR> मलय <OR> मलय भाषा <OR> मलय भाषा <OR> मलय भाषा
लेसोथो,सोथो <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> दक्षिणी सोथो <OR> सोथो भाषा <OR> सेसोथो <OR> सेसोथो भाषा
प्यहता,स्वीडिश
तलना,सर्बियाई <OR> सर्बियाई सिरिलिक
केमैन द्वीपसमूह,अंग्रेजी
विचीवादी,फ्रेंच
अज़रबैजान गणराज्य,अज़रबैजानी <OR> अज़रबैजानी भाषा
चेचन गणराज्य,चेचन <OR> रूसी <OR> चेचन भाषा
क्विलु,किकोंगो <OR> कांगो
मॉरीशियन,अंग्रेजी <OR> फ्रेंच
उत्तरी कोसोवो,सर्बियाई <OR> सर्बियाई सिरिलिक
अनिवार्य फिलिस्तीन,इब्रानी <OR> अंग्रेजी <OR> इब्रानी भाषा <OR> आधुनिक हिब्रू
विसायन अकादमी ऑफ आर्ट्स एंड लेटर्स,सेबुआनो <OR> सेबुआनो भाषा
अफ्रीकी अमेरिकी,अंग्रेजी
विची सरकार,फ्रेंच
एस्पू,स्वीडिश <OR> फिनिश
मकाओ विशेष प्रशासनिक क्षेत्र,चीनी <OR> पुर्तगाली
सैमिंकी,फिनिश
फराह प्रांत,दाढ़ी
साओ टोमे और प्रिंसिपे,पुर्तगाली
मोर्दोवियन गणराज्य,रूसी
वोरो,स्वीडिश <OR> फिनिश
गोशेन का राज्य,डच
थाईस,थाई
लाइबेरिया,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेज़ी भाषी
पेटाजावेसी,फिनिश
फ्रांसीसी अकादमी,फ्रेंच भाषा <OR> फ्रेंच
दक्षिण कोरिया,कोरियाई भाषा <OR> कोरियाई भाषा <OR> हंगुल <OR> उत्तर कोरियाई <OR> कोरियाई भाषा
बरमूडियन,अंग्रेजी
फायदो,इतालवी
साल्टविक,स्वीडिश
नॉर्मन सिसिली,ग्रीक
नेपाली कविता,नेपाली
बरटांगी भाषा,गोर्नो-बदख्शान स्वायत्त प्रांत
सीकैनेन,फिनिश
अखामेनिद वंश,एलामाइट <OR> एलामाइट भाषा
काबुल,दाढ़ी
बास्क राष्ट्रपति,स्पेनिश
पाकिस्तान,उर्दू <OR> उर्दू <OR> अंग्रेजी <OR> अंग्रेजी भाषा <OR> उर्दू <OR> मानक उर्दू <OR> उर्दू भाषा
ओरेब्रो काउंटी परिषद,स्वीडिश
राइशकमिशनरीट मॉस्कोवियन,रूसी
पोंटियानक,मलय
हेलसिंकी,स्वीडिश <OR> फिनिश
ईसा.,फ्रेंच
क्युस्टेंडिल,बल्गेरियाई
औरा फिनलैंड,फिनिश
वालेंसिया,स्पेनिश
चेचन,रूसी भाषा <OR> रूसी
बर्ग नगर पालिका,स्वीडिश
अक्काद साम्राज्य,अक्कादी भाषा <OR> अक्कादीयन
फिलीपीन सरकार,फिलिपिनो
एंटीगुआ,अंग्रेजी
कबार्डिनो-बल्कारिया,काराचे-बाल्कर <OR> काबार्डियन <OR> रूसी <OR> कबार्डियन भाषा
दायकुंडी प्रांत,दाढ़ी
फ्लेमिश क्षेत्र,डच <OR> डच भाषा
यूटा,अंग्रेजी
साम्राज्यिक काल,ग्रीक <OR> लैटिन
कार्ल्स्कोगा नगर पालिका,स्वीडिश
हैदराबाद (भारत),तेलुगु
तातार,टाटर भाषा <OR> रूसी
फ्रेंच-कनाडियन,फ्रेंच
बनो,नीदरलैंड <OR> डच <OR> डीई <OR> फ्रेंच <OR> एफआर
लैटिला,फिनिश
युगांडा,अंग्रेजी भाषा <OR> अंग्रेजी <OR> किस्वाहिली भाषा <OR> अंग्रेजी भाषी <OR> स्वाहिली <OR> अंग्रेज़ी भाषी <OR> किस्वाहिली
दोनेत्स्क-क्रिवॉय रोग सोवियत गणराज्य,रूसी
स्थायी,रूसी
डांज़िग,पोलिश <OR> जर्मेनिक <OR> जर्मन भाषा <OR> जर्मनीकृत <OR> जर्मन भाषा
आसियान,इंडोनेशियाई <OR> फिलिपिनो <OR> थाई <OR> चीनी <OR> इंडोनेशिया
वाप्पो,अंग्रेजी
प्राचीन अश्शूर साम्राज्य,अक्कादीयन
वालैस,फ्रेंच भाषा <OR> फ्रेंच
कॉर्क,आयरिश भाषा <OR> अंग्रेजी <OR> गेलिक <OR> गेलिक <OR> आयरिश गेलिक <OR> आयरिश <OR> आयरिश भाषा <OR> आधुनिक आयरिश
मर्कोसुर,स्पेनिश भाषा <OR> पुर्तगाली
निवाला,फिनिश
ईवेर्डों-ले-बेन्स,फ्रेंच
टोंगा,अंग्रेजी भाषा <OR> टोंगन <OR> अंग्रेजी
संयुक्त राष्ट्र संगठन,स्पेनिश <OR> अंग्रेजी <OR> रूसी <OR> फ्रेंच
पोलिनेशिया,फ्रेंच
बंटेन प्रांत,जावानीस
हुम्प्पिला,फिनिश
इतालवी अध्ययन,इतालवी
पुंकालैडुन,फिनिश
किरिबाती,आई-किरिबाती <OR> आई-किरिबाती <OR> गिल्बर्टीस <OR> किरिबाती
मकाऊ विश्वविद्यालय,अंग्रेजी <OR> चीनी
सर्बिया,सर्ब <OR> सर्बियाई लैटिन <OR> सर्बियाई भाषा <OR> सर्बियाई सिरिलिक <OR> सर्बियाई भाषा <OR> मानक सर्बियाई <OR> सर्बियाई <OR> सर्बियाई उपनाम <OR> पुरानी सर्बियाई
ला सेरेनिसिमा,इतालवी
गिनी बिसाऊ,पुर्तगाली
पेरिस कम्यून,फ्रेंच
रावेना,लैटिन
मर्सिया,पुरानी अंग्रेजी <OR> पुरानी अंग्रेज़ी भाषा <OR> लैटिन
कैम्पियोने डी'इटालिया,इतालवी
रेताल्हुलेउ विभाग,किचे (क्विचे)
सोवियतीकरण,रूसी भाषा <OR> रूसी
अमेरिकीकृत,अंग्रेजी <OR> अंग्रेजीकृत
ऐन ज़ोहरा,अमाज़िघ
काराचे-चेर्केस गणराज्य,कबार्डियन <OR> नोगाय <OR> अबाज़ा <OR> काराचे-बाल्कर <OR> रूसी
पे दे ला लॉयर,मुर्गा <OR> ब्रेटन
मेक्सिको,स्पेनिश <OR> हिस्पैनिक <OR> स्पेनिश भाषा
केरल,अंग्रेजीकृत <OR> मलयालम भाषा <OR> Please provide the text you want to translate into Hindi <OR> मलयालम भाषा <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> मलयालम संगीत <OR> मलयालम <OR> मलयालम <OR> मलयालम भाषा <OR> मलयालम <OR> मशीन लर्निंग
ग्रीक ऑर्थोडॉक्स चर्च,ग्रीक <OR> ग्रीक भाषा <OR> कोइनी ग्रीक
रुओकोलाह्ति,फिनिश
संयुक्त राज्य अमेरिका,अंग्रेजी भाषा <OR> अंग्रेजी
फिलिपिनो,फिलिपिनो
महाराष्ट्रीयन,मराठी
स्टॉकहोम नगरपालिका,स्वीडिश
कोयलियो,फिनिश
बुर्किनाबे,फ्रेंच
नीदरलैंड का राज्य,डच
कैलिक्स नगरपालिका,स्वीडिश <OR> स्वीडिश भाषा <OR> फिनिश
म्यानामाकी,फिनिश
प्यहारांता,फिनिश
पश्चिमी सहारा,स्पेनिश
इंगुशेतिया,रूसी <OR> इंगुश
अस्तुरिया,स्पेनिश
सालो,फिनिश
मोर्जेस,फ्रेंच
ओवरटोर्नेओ नगर पालिका,स्वीडिश <OR> फिनिश
आइल दे फ्रांस,फ्रेंच
वेस्टाबोलैंड,फिनिश
आइवोरियन,फ्रेंच
एंटिलियन,डच <OR> पापियामेंटो
फ्लोरिडा,अंग्रेजी भाषा <OR> अंग्रेजी
नान्ताली,फिनिश
तोहमजार्वी,फिनिश
कैटालोनिया,कैटलान <OR> स्पेनिश <OR> कैटलन भाषा <OR> कैटलन <OR> कैटलोनियन <OR> कास्तिलियन
वालेंसियाई,स्पेनिश <OR> कास्तिलियन
आयरलैंड गणराज्य,अंग्रेजी <OR> आयरिश
अरकांसस,अंग्रेजी
साम्राज्यवादी स्पेनिश,स्पेनिश
मालदीव द्वीपसमूह,मालदीवी <OR> धिवेही
अंतर्राष्ट्रीय परमाणु ऊर्जा एजेंसी,रूसी
सोवियत संघ,रूसी भाषा <OR> रूसी भाषा <OR> रूसी <OR> रूसी भाषा
तीसरा यूगोस्लाविया,सर्बियाई
गामलाकार्लेबी,स्वीडिश <OR> फिनिश
दागेस्तान,डार्गिन <OR> कुम्यक भाषा <OR> अज़रबैजानी <OR> रुतुल <OR> अज़रबैजानी <OR> रूसी <OR> चेचन <OR> अवर भाषा <OR> लेज़्गियन <OR> दर्गवा <OR> लेज़्गियन भाषा <OR> ट्साक्सुर <OR> लेज़्गिन <OR> डार्गिन भाषा <OR> अगुल <OR> लेजगी <OR> अघुल <OR> कुम्यक <OR> नोगाई <OR> अवर
अत्यंत शांत गणराज्य,इतालवी <OR> वेनिस का <OR> लैटिन
काशुबिया,काशुबियन <OR> पोलिश <OR> काशुबियन भाषा
लोकतांत्रिक कंपुचिया,खमेर
नागोर्नो काराबाख गणराज्य,आर्मेनियाई
खबारोव्स्की क्राय,रूसी
त्यर्नावा,फिनिश
प्रोवेंसाल,फ्रेंच
लापुआ,फिनिश
बास्क देश,स्पेनिश <OR> बास्क <OR> बास्क
बोस्नियाई,सर्ब <OR> बोस्नियाई भाषा <OR> सर्बियाई सिरिलिक <OR> बोस्नियाक <OR> क्रोएशियाई <OR> सर्बियाई <OR> सर्बियाई उपनाम <OR> क्रोएट
वालून्स,फ्रेंच
एरेट्ज़ इस्राएल,इब्रानी
लाओ पीडीआर,लाओ भाषा
सोवियत रूस,रूसी भाषा <OR> रूसी
उत्तर वेल्स,वेल्श-माध्यम <OR> वेल्श
किर्गिज़स्तान,रूसी भाषा <OR> किर्गिज <OR> किर्गिज़ भाषा <OR> किर्गिज़ <OR> किर्गिज <OR> रूसी <OR> रूसी भाषा
जुआनकोस्की,फिनिश
बेलारूसी सोवियत समाजवादी गणराज्य,पोलिश <OR> रूसी <OR> बेलारूसी
प्रशांत गठबंधन,स्पेनिश
ओसीएसई,इतालवी
सिमो फिनलैंड,फिनिश
क्युस्टेंडिल प्रांत,बल्गेरियाई
जिंगफो,कचिन राज्य
सिमो,फिनिश
ट्रेंटिनो-दक्षिण टायरोल,इतालवी
