source,target
পি.আর.,স্প্যানিশ
জোক্কমোক্ক পৌরসভা,সুইডিশ <OR> সামি
মোনেগাস্ক,ফরাসি
মালয়েশিয়া,মানক মালয় <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> মালয়েশিয়ান ভাষা <OR> মালয় <OR> মালয় ভাষা <OR> মালয়েশিয়ান ভাষা <OR> মালয়েশিয়ান ভাষা <OR> অ্যাংলোফোন
মাশহাদ,ফারসি ভাষা <OR> ফারসি <OR> ফারসি ভাষা
পেলকোসেননিমি,ফিনিশ
ফ্রিজিয়া,ডাচ <OR> ফ্রিজিয়ান
মাইরস্কিলা,সুইডিশ
বার্ন,ফরাসি
সাভয়,ফরাসি
"সালো, ফিনল্যান্ড।",ফিনিশ
পরে জিন রাজবংশ,চীনা
সারিজার্ভি,ফিনিশ
মুক্ত রাজ্য,ডাচ
সিলিনজারভি,ফিনিশ
ফরাসি গায়ানিজ,ফরাসি
সিন্ট মার্টেন,ইংরেজি <OR> ডাচ <OR> ডাচ ভাষা
মলদোভা,রোমানিয়ান
মানচু,চীনা <OR> মানচু <OR> মঙ্গোলিয়ান
সোইনি।,ফিনিশ
স্প্যানিশ টেক্সাস,স্প্যানিশ
পালাউ,ইংরেজি <OR> পালাউয়ান
লেস বোইস,ফরাসি
টসাফট।,আমাজিগ
সিসমা,ফিনিশ
ট্রেন্টিনো-আল্টো অ্যাডিজে,ইতালীয় ভাষা <OR> ইতালীয়
ব্রাসেলস-রাজধানী অঞ্চল,ডাচ <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
পাকিস্তান অধিকৃত কাশ্মীর,উর্দু
আরএসকে,সার্ব। <OR> সার্বিয়ান
উত্তর কোরিয়া,কোরিয়ান ভাষা <OR> হাঙ্গুল <OR> উত্তর কোরীয় <OR> বাংলা
আক্কাদীয়ান,আসিরিয়ান
উর্জালা,ফিনিশ
আর্মেনো,আর্মেনিয়ান
সরসেলে পৌরসভা,সুইডিশ <OR> সামি
ইকুয়েটোরিয়াল গিনি,স্প্যানিশ <OR> ফরাসি <OR> পোর্তুগিজ <OR> স্প্যানিশ ভাষা <OR> পোর্তুগিজ ভাষা <OR> ফ্রাঙ্কোফোন
উরুগুয়ে,স্প্যানিশ
"আপ্পিলাট্টোক, কুজাল্লেক।",গ্রিনল্যান্ডীয় ভাষা
কামোরিনো,ইতালীয়
সুদতাল,ইতালীয় ভাষা <OR> ইতালীয় <OR> জার্মান ভাষা <OR> জার্মান-ভাষা
"লাভিয়া, ফিনল্যান্ড।",ফিনিশ
লা রিওখা (স্পেন),স্প্যানিশ
স্টোরুমান পৌরসভা,সুইডিশ
কাচিন,কাচিন রাজ্য
নিউফাউন্ডল্যান্ড এবং ল্যাব্রাডর,ইংরেজি
কোমোরোস,কমোরিয়ান <OR> ফরাসি <OR> শিকোমোরি
গিনি,ফরাসি <OR> পোর্তুগিজ <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফ্রাঙ্কোফোন
গাগাউজিয়া,রুশ
উতাজারভি,ফিনিশ
আজারবাইজানী,আজেরি <OR> রুশ <OR> আজারবাইজানী ভাষা
সাভুকোস্কি,ফিনিশ
বার্বাডিয়ান,ইংরেজি
খান্তি-মান্সি স্বায়ত্তশাসিত ওক্রুগ,রুশ <OR> মানসি ভাষা
মেক্সিকান টেক্সাস,স্প্যানিশ
ফরাসি গায়ানা,ফরাসি
নাফার্রোয়া,স্প্যানিশ <OR> বাস্ক ভাষা <OR> বাস্ক
পিটকেয়ার্ন দ্বীপপুঞ্জ,ইংরেজি ভাষা <OR> ইংরেজি <OR> পিটকর্ণ
পারাইনেন।,ফিনিশ
অলিম্পিক আন্দোলন,ইংরেজি <OR> ফরাসি
এলান ভ্যানন।,ম্যানx গ্যালিক <OR> ম্যানx ভাষা <OR> ম্যানx
"হায়দ্রাবাদ, ভারত।",తెలుగు భాష <OR> తెలుగు భాష <OR> উর্দু <OR> উর্দু ভাষা <OR> తెలుగు <OR> తెలుగు భాష
সোভিয়েত,রুশ ভাষার <OR> রুশীকৃত <OR> রুশ ভাষা <OR> মহান রুশ <OR> রুশ <OR> রুশ ভাষা
ভাহাকিরো,ফিনিশ
এনএস,ইংরেজি
ইন্দোর,হিন্দি <OR> হিন্দি ভাষা
"মিডলটাউন, কনেকটিকাট।",ইংরেজি
এজেকে,উর্দু <OR> ইংরেজি
স্প্যানিশ মুকুট,স্প্যানিশ
আরাগনেস ক্রাউন,কাতালান
অ্যান্টিলিস,ইংরেজি <OR> ডাচ <OR> পাপিয়ামেন্টো <OR> পাপিয়ামেন্টু
সুই রাজবংশ,চীনা
জার্সি,ফরাসি
বাসা,সুইডিশ <OR> ফিনিশ ভাষা <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ
আরে পৌরসভা,সুইডিশ
উদমুর্ত স্বায়ত্তশাসিত অঞ্চল,রুশ
মন্টানা,ইংরেজি <OR> অ্যাংলোফোন
সাখা (ইয়াকুতিয়া) প্রজাতন্ত্র,রুশ
পানামা,স্প্যানিশ ভাষা <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> হিস্পানিক <OR> কাস্তিলিয়ান
আকা।,ফিনিশ
সোশ্যালিস্ট সোভিয়েত প্রজাতন্ত্র আবখাজিয়া,রুশ
জিবুতিয়ান,ফরাসি
পারগাস,সুইডিশ <OR> ফিনিশ
কাবার্দিনো-বালকার প্রজাতন্ত্র,কারাচায়-বালকার <OR> কাবার্দিয়ান <OR> রুশ
ক্রোকম পৌরসভা,সুইডিশ
উদমুর্তিয়া,রুশ
পেরু,স্প্যানিশ
মালভিনাস দ্বীপপুঞ্জ,ইংরেজি
কানাডিয়ান ফেডারেশন,ফরাসি
সাম্বির।,ইউক্রেনীয়
ফিনিশ সীমান্ত,সুইডিশ <OR> ফিনিশ
পাপুয়া,ইংরেজি <OR> টোক পিসিন
নাগর্নো-কারাবাখ,আর্মেনিয়ান
দক্ষিণ-পূর্ব নাইজেরিয়া।,ইগবো
প্যানসাইপ্রিয়ান রসায়নবিদ সমিতি,গ্রীক <OR> গ্রীক ভাষা
ব্রুনেই দারুসসালাম,ইংরেজি <OR> মালয়
উত্তর কসোভো,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
ওয়েটজিকন,জার্মান ভাষা
চীনা চিং রাজবংশ,চীনা
বার্গা,সুইডিশ
দক্ষিণ ভিয়েতনাম,ভিয়েতনামী
মাদাগাস্কারী,মালাগাসি <OR> ফরাসি
টর্নিও,ফিনিশ
ভেনিসবাসী,ইতালীয় <OR> লাতিন
হাপারান্ডা,সুইডিশ <OR> ফিনিশ
ভিয়েতনাম,ভিয়েতনামী লেখা <OR> ভিয়েতনামী ভাষা <OR> ভিয়েতনামী ভাষায় কথা বলা। <OR> ভিয়েতনামী ভাষা <OR> ভিয়েতনামী <OR> ভিয়েতনামী ভাষা <OR> ভিয়েতনামী
কমোরো দ্বীপপুঞ্জ,কোমোরিয়ান <OR> ফরাসি <OR> শিকোমোরি
সিএসটিও,রুশ
নিউই,নিউইয়ান
মারি এল প্রজাতন্ত্র,মিডো মেরি <OR> রুশ <OR> মারি
বিসাউ-গিনি,পোর্তুগিজ
খিভা,উজবেক
বাহামাস,ইংরেজি
বেঙ্গকুলু প্রদেশ,ইন্দোনেশীয় <OR> ইন্দোনেশিয়া
"লাপুয়া, ফিনল্যান্ড।",ফিনিশ
হেলমান্ড প্রদেশ,দারি।
ইহুদি স্বায়ত্তশাসিত অঞ্চল,হিব্রু <OR> রুশ
পরে রোমান সাম্রাজ্য,গ্রীক <OR> লাতিন
হার্তোলা,ফিনিশ
ম্যাকাউ বিশেষ প্রশাসনিক অঞ্চল,চীনা <OR> পোর্তুগিজ
গঠনতন্ত্র দেশসমূহ,ডাচ
ফরাসি দক্ষিণ অঞ্চল,ফরাসি
আরাগনিস সাম্রাজ্য,কাতালান
ভিলমানস্ট্র্যান্ড,ফিনিশ
"হায়দ্রাবাদ, তেলেঙ্গানা।",উর্দু <OR> తెలుగు <OR> উর্দু ভাষা
কারাবাখ,আর্মেনিয়ান
মুহোস।,ফিনিশ
নতুন স্কটল্যান্ড,ইংরেজি
ফ্রিবুর্গ,ফরাসি <OR> জার্মান ভাষা
নাউরুয়ান,ইংরেজি <OR> নাউরু ভাষা
আন্তর্জাতিক আমেচার অ্যাথলেটিকস ফেডারেশন,ইংরেজি
সুরিনামিজ,ডাচ
রাউমা,ফিনিশ উপভাষাসমূহ <OR> ফিনিশ ভাষা <OR> ফিনিশ
ব্রিটিশ প্যালেস্টাইন,হিব্রু
অবৈধ ফ্রান্স,ফরাসি
ভেনিজিয়া ট্রিডেন্টিনা,ইতালীয়
ফরাসি গায়ানা,ফরাসি ভাষা <OR> ফরাসি
ইরান,আধুনিক ফারসি <OR> ফারসি ভাষাভাষী <OR> মধ্য পার্সিয়ান <OR> দারি। <OR> ফারসি ভাষা <OR> ফার্সি ভাষা <OR> পাহলভানি <OR> ফার্সি ভাষা <OR> নতুন পার্সিয়ান <OR> পার্সি <OR> পুরাতন পার্সিয়ান <OR> ফারসি ভাষা <OR> ফারসি <OR> ফার্সি
ভেনেজুয়েলা,স্প্যানিশ ভাষার <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> কাস্তেল্লানো <OR> ভেনেজুয়েলা সাইন ভাষা <OR> কাস্তিলিয়ান <OR> হিস্পানিক
বাইবেল অনুবাদ এসপারান্তোতে,এস্পেরান্তো
জেনেভা,ফরাসি
রুশ অর্থোডক্স,গির্জা স্লাভনিক
"মাল্টিয়া, ফিনল্যান্ড।",ফিনিশ
হেলসিঙ্কি,সুইডিশ <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ <OR> স্ব. <OR> ফিনিশ ভাষা
পের্ম ক্রাই,রুশ
আরএ।,আর্মেনিয়ান
ফ্লেমিশ,ডাচ <OR> ডাচ ভাষা <OR> ফরাসি <OR> ডাচ ভাষা
তাইভালকোস্কি,ফিনিশ
কিউরুভেসি,ফিনিশ
মুোনিও,ফিনিশ
হংকং,ইংরেজি
আলাভিয়েস্কা,ফিনিশ
ইস্টার দ্বীপ,স্প্যানিশ <OR> রাপা নুই ভাষা
ডাচ অ্যান্টিলস,ডাচ
এনজে,ইংরেজি
সেভাস্তোপল,ইউক্রেনীয় <OR> রুশ <OR> আরইউ
আরাগন,স্প্যানিশ ভাষা <OR> স্প্যানিশ <OR> আরাগোনিজ <OR> স্প্যানিশ ভাষা <OR> কাতালান
কাউস্টিনেন,ফিনিশ
ক্যান্টন বার্ন,ফরাসি
ফ্রিজিয়ান,পশ্চিম ফ্রিজিয়ান <OR> ডাচ
কাতালোনিয়া,কাতালান ভাষাতত্ত্ব <OR> কাতালান ভাষা <OR> কাতালান <OR> কাতালান ভাষা <OR> কাতালান ভাষা <OR> কাস্তিলিয়ান <OR> স্প্যানিশ ভাষার <OR> স্প্যানিশ <OR> পুরানো ক্যাটালান <OR> ভ্যালেন্সিয়ান <OR> স্প্যানিশ ভাষা <OR> আরানিজ <OR> কাতালান ভাষা <OR> কাতালান ফিলোলজি <OR> আরানিজ উপভাষা <OR> কাতালান ভাষা <OR> কাস্তিলিয়ান স্প্যানিশ <OR> কাতালান <OR> কাতালান
তাহিতি,ফরাসি
মধ্য বেলজিয়াম,ডাচ <OR> ফরাসি
সোভিয়েত সরকার,রুশ
পশ্চিম জর্জিয়ান,জর্জিয়ান
রুশ সোভিয়েত ফেডারেটেড সোশ্যালিস্ট রিপাবলিক,রুশ
জেনেভা ক্যান্টন,ফরাসি
ভেনিসিয়ান,ইতালীয়কৃত <OR> মানক ইতালীয় <OR> ইতালীয়কৃত <OR> ইতালীয় <OR> ভেনিসীয় ভাষা <OR> লাতিন <OR> ইতালীয়কৃত <OR> ভেনিসীয় ভাষা
মানচু,সরলীকৃত চীনা <OR> চীনা <OR> মঙ্গোলিয়ান
ক্যাসুবিয়া,কাশুবিয়ান
বেনিন,ফরাসি ভাষা <OR> ফরাসি
ঝাড়খণ্ড,হিন্দি <OR> হিন্দি <OR> হিন্দি ভাষা <OR> মানক হিন্দি
কেপ ভার্দে দ্বীপপুঞ্জ,পোর্তুগিজ
ক্যানটন টিসিনো,ইতালীয় ভাষা <OR> ইতালীয়
ডিআরসি,ফরাসি
ত্রিনাক্রিয়া,গ্রীক
লুসার্ন,জার্মান-ভাষা <OR> ডিই। <OR> জার্মানাইজড
পেত্রোজাভোডস্ক,রুশ ভাষা <OR> রুশ
নভোরোসিয়া (সংঘ),ইউক্রেনীয় <OR> রুশ
লুহানস্ক অঞ্চল,ইউক্রেনীয় <OR> রুশ
দিল্লি,মানক হিন্দি <OR> অ্যাংলো <OR> উর্দু <OR> ইংরেজি <OR> ইংরেজি ভাষা <OR> পাঞ্জাবি <OR> হিন্দুস্তানি <OR> হিন্দি <OR> হিন্দি ভাষা
সাম্রাজ্যিক রোম,গ্রিক
রিউকিউ দ্বীপপুঞ্জ,রিউকিউয়ান
ফরাসি প্রজাতন্ত্র,ফরাসি
কোমোরিয়ানরা,কোমোরিয়ান
জাপান,জাতীয় ভাষা <OR> গ্রেটার জাপান টোকিও বেসবল ক্লাব <OR> জাপানি ভাষা <OR> জাপানি ভাষা <OR> জাপানি ভাষা <OR> জাপান
ঝোভতি ভোদি,ইউক্রেনীয় <OR> রুশ
রিবাগোরজা,কাতালান <OR> মানক ক্যাটালান
"মিডলটাউন, সিটি",ইংরেজি
কাউন্টি কোর্ক,পুরাতন ইংরেজি <OR> আইরিশ ভাষা <OR> ইংরেজি <OR> পুরাতন আইরিশ <OR> গেলিক <OR> আইরিশ গেইলিক <OR> আইরিশ <OR> আধুনিক আইরিশ
সার্বিয়া ও মন্টেনেগ্রো,সার্বিয়ান
কেবেকোইস,ফরাসি
ক্রোনোবি,সুইডিশ <OR> ফিনিশ
সার্বীয় অর্থোডক্স মঠসমূহ,গির্জা স্লাভনিক
মালদ্বীপের,ধিভেহি
পশ্চিম জার্মানি,জার্মান ভাষা <OR> জার্মান ভাষা
আসিরিয়ানরা,আসিরীয় <OR> আক্কাদীয় ভাষা <OR> আক্কাদীয়ান <OR> আরামাইক
পায়ের্ন,ফরাসি
হেলমান্ড,দারি
কুসামো,ফিনিশ
অস্টারসান্ড পৌরসভা,সুইডিশ
পোমার্ক্কু,ফিনিশ
আধুনিক গ্রীক,সাইপ্রিয়ট <OR> আলবেনিয়া <OR> সাইপ্রাস <OR> গ্রীস
বিজি,বুলগেরিয়ান
ইউক্রেনীয় প্রজাতন্ত্র,ইউক্রেনীয়
তালোসা,টালোসান
কার্থেজীয়রা,পুনিক
সুমাত্রা উতারা,ইন্দোনেশিয়ান <OR> ইন্দোনেশিয়া
মধ্য ভিসায়াস,ইংরেজি <OR> সেবুয়ানো <OR> ফিলিপিনো <OR> সেবুয়ানো ভাষা
আন্তর্জাতিক অপরাধ আদালত,ফরাসি
ভেনিস প্রজাতন্ত্র,ইতালীয় <OR> লাতিন
এপি,తెలుగు
বুলগেরিয়ান অর্থোডক্স,বুলগেরিয়ান ভাষা <OR> বুলগেরিয়ান
নেদারল্যান্ডসবাসী,ডাচ
কুপিও,ফিনিশ ভাষা <OR> ফিনিশ
ইজাবাল,স্প্যানিশ
উদমুর্তিয়া,উদমুর্ত <OR> উদমুর্ত <OR> রুশ
পিটকেয়ার্ন দ্বীপ,ইংরেজি <OR> পিটকর্ণ
পশ্চিম ইউক্রেন,ইউক্রেনীয়
কোমি প্রজাতন্ত্র,রুশ <OR> কোমি।
এ ভের-ও-মার,পোর্তুগিজ
ট্রিনিদাদ ও টোবাগো,ইংরেজি
টলমেজ্জো,ইতালীয়
ফ্লেমিশ বেলজিয়াম,ডাচ
বেলারুশ এসএসআর,রুশ
নরওয়ে,নাইনর্স্ক <OR> সামি ভাষাসমূহ
"জেনেভা, সুইজারল্যান্ড।",ফরাসি ভাষা <OR> ফরাসি
তির্ভা।,ফিনিশ
হাওয়াই,হাওয়াইয়ান ভাষা <OR> হাওয়াইয়ান
কেরাভা,ফিনিশ
গাড়ি,সঙ্গো <OR> ফরাসি <OR> সংঘো
কিরগিজ প্রজাতন্ত্র,কিরগিজ <OR> রুশ
ডোরোটিয়া পৌরসভা,সুইডিশ
বুরকিনা ফাসো,ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
ইথিওপিয়া,আমহারিক <OR> আমহারিক ভাষা
নৌসিয়েনেন,ফিনিশ ভাষা
ওয়েলস,ওয়েলশ ভাষা <OR> পুরাতন ওয়েলশ <OR> ওয়েলশ ভাষা <OR> আধুনিক ওয়েলশ <OR> অ্যাঙ্গ্লিকাইজড <OR> এংলিকাইজড <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> ওয়েলশ <OR> ওয়েলশ-মাধ্যমিক <OR> অ্যাংলোফোন <OR> সিমরাগ <OR> ওয়েলশ ভাষাভাষী <OR> ওয়েলশ ভাষী
হাপাজার্ভি,ফিনিশ
কিন্নুলা,ফিনিশ
পলভিজার্ভি,ফিনিশ
দক্ষিণ জর্জিয়া,ইংরেজি ভাষা <OR> ইংরেজি
নতুন গিনি,টোক পিসিন
সেন্ট-পিয়ের-এবং-মিকেলন এর আঞ্চলিক কর্তৃপক্ষ,ফরাসি
তুর্কমেনিস্তান,তুর্কমেন <OR> রুশ ভাষা <OR> রুশ
দাই ভিয়েট,ভিয়েতনামী
লুলো পৌরসভা,সুইডিশ
মেইরিন,ফরাসি
পানামা,স্প্যানিশ <OR> হিস্পানিক
ভার্দো,সুইডিশ
কাংগাসনিয়েমি,ফিনিশ ভাষা <OR> ফিনিশ
চেচনিয়া,চেচেন <OR> রুশ <OR> রাশিয়া
ইউরোপীয় অর্থনৈতিক সম্প্রদায়,ফরাসি
রাশিয়া,ইউক্রেনীয় <OR> চেরকেসিয়ান <OR> ফিনিশ <OR> অসেটিক <OR> পুরনো রুশ <OR> আদিগেহ <OR> কারাচায়-বালকার <OR> খাকাস <OR> আজেরি <OR> রুশ ভাষা <OR> বাস্কোর্ত <OR> রুশ <OR> ইনগুশ <OR> তাতার ভাষা <OR> সুইডিশ <OR> রুশ ভাষার <OR> উদমুর্ত <OR> খাকাস ভাষা <OR> আরইউ <OR> চেচেন <OR> লেজগিয়ান <OR> রুশ ভাষা <OR> নোগায় <OR> রুশ <OR> এর্জ্যা ভাষা <OR> মেডো মেরি <OR> মোক্ষ <OR> ক্রিমিয়ান তাতার <OR> বাশকির <OR> কাল্মিক <OR> মোক্ষন <OR> এর্জ্যা <OR> তাতার ভাষা <OR> পোলিশ-ভাষা <OR> বুরিয়াত <OR> টিভান <OR> আগুল <OR> আবাজা <OR> কোমি <OR> ওসেটি <OR> মারি। <OR> অসেতিয়ান <OR> তুভান <OR> পোলিশ <OR> কাবার্দিয়ান <OR> আঘুল <OR> পোলিশ ভাষা <OR> তাতার <OR> কুমিক <OR> অভার। <OR> কোমি ভাষা
কমিশন সা উইকাং ফিলিপিনো,ফিলিপিনো <OR> টাগালোগ
স্টাভ্রোপোল ক্রায়।,রুশ
আইসিএও,রুশ
উমেয়া পৌরসভা,সুইডিশ
লম্বার্ডস,লাতিন
মিস্ট্রেটা,ইতালীয়
মন্টসেরাত,ইংরেজি ভাষা
যুক্তরাজ্য,ইংরেজি
এলিস,ইংরেজি
আতচেহ,ইন্দোনেশিয়ান <OR> ইন্দোনেশিয়া
সেন্ট মার্টেন,ডাচ
মালি,ফরাসি ভাষা <OR> ফরাসি ভাষা <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
পেরভোমাইস্কি জেলা,রুশ
জাম্বিয়া,ইংরেজি <OR> অ্যাংলোফোন
নাইজার,ফরাসি
বেনকুলেন,ইন্দোনেশীয় <OR> ইন্দোনেশিয়া
হাওয়াই,ইংরেজি ভাষা <OR> ইংরেজি <OR> স্থানীয় হাওয়াইয়ান <OR> হাওয়াইয়ান ভাষা <OR> হাওয়াইয়ান ভাষা <OR> হাওয়াইয়ান
পোর্টুগিজ কীবোর্ড লেআউট,পোর্তুগিজ ভাষা
টিমর,টেটাম <OR> টেটুন <OR> পোর্তুগিজ
স্কটিশ,ইংরেজি ভাষা <OR> ইংরেজি
আইভোরিয়ান,ফরাসি
সেইশেলস,ইংরেজি <OR> ফরাসি <OR> সেশেল্লোইস <OR> সেইশেলোইস ক্রেওল <OR> সেসেলও। <OR> সেসেলও।
রয়্যাল ২২ই রেজিমেন্ট,ফরাসি
মোতি মহল,উর্দু
মালদ্বীপ,মালদ্বীপের ভাষা <OR> ধিভেহি <OR> ধিভেহি <OR> ডিভেহি ভাষা <OR> ডিভি <OR> ধিভेহি ভাষা <OR> ধিভेহি ভাষা <OR> মালদ্বীপের <OR> ডিভেহি ভাষা <OR> দিভেহি
সাম্রাজ্যিক যুগগুলি,গ্রিক <OR> লাতিন
সমষ্টিগত নিরাপত্তা চুক্তি সংস্থা,রুশ
কুক দ্বীপপুঞ্জ,ইংরেজি
সুইডিশ রাজ্য,সুইডিশ
রেভোনলাহতি,ফিনিশ
জিম্বাবুয়ে,ভেন্ডা ভাষা <OR> ছোঙ্গা <OR> চিটোঙ্গা <OR> শোনা <OR> টসওয়ানা <OR> সোথো <OR> হিচওয়্যার <OR> ইংরেজি ভাষা <OR> শোনা-ভাষী <OR> চিচেওয়া ভাষা <OR> এনডাউ। <OR> নাম্ব্যা। <OR> চেওয়া <OR> অ্যাংলো <OR> ইংরেজি <OR> ডম্বে <OR> টশও। <OR> কালাঙ্গা <OR> কারাঙ্গা <OR> অ্যাংলোফোন <OR> কোরেকোরে। <OR> শোনা ভাষা <OR> জোশা <OR> সেনা ভাষা <OR> সেনা <OR> জেজুরু <OR> টসো। <OR> টসওয়ানা ভাষা
লেইক্সা,ফিনিশ
বেঙ্গালুরু,ಕನ್ನಡ <OR> ಕನ್ನಡ <OR> ಕನ್ನಡ ಭಾಷೆ
বসনিয়া ও হার্জেগোভিনা,ক্রোয়েশিয়ান <OR> সার্বিয়ান <OR> সার্বিয়ান ল্যাটিন
প্রাক-বিদ্রোহী রাশিয়া,রুশ
চেচনিয়া,রুশ
দক্ষিণ গ্রিনল্যান্ড,গ্রিনল্যান্ডিক
কারিনা,ফিনিশ
কারাচায়-চেরকেসিয়া,কাবার্দিয়ান <OR> আবাজা <OR> কারাচায়-বালকার <OR> কাবার্দিয়ান ভাষা <OR> রুশ
ব্রাজিল,পোর্তুগিজ ভাষা <OR> পোর্তুগিজ ভাষা <OR> পোর্তুগিজ
পোরভু/বর্গো,সুইডিশ
চাদ,ফরাসি <OR> ফ্রাঙ্কোফোন
ইজারমাওআস,আমাজিগ
কাতালান,স্প্যানিশ
ভিডি,এফআর <OR> ফরাসি
সুইডিশ সাম্রাজ্য,সুইডিশ
টয়সা,ফিনিশ
কমচাতকা ক্রাই,রুশ
বালি দ্বীপ,ইন্দোনেশীয় <OR> ইন্দোনেশিয়ান ভাষা <OR> বালিনিজ ভাষা
ফরাসি রাজতন্ত্রবাদী বাহিনী,ফরাসি
নেনেটস স্বায়ত্তশাসিত জেলা,রুশ
জোরোইন,ফিনিশ
ইকুয়েটরিয়াল গিনি,স্প্যানিশ <OR> ফরাসি
প্রাক্তন সোভিয়েত ইউনিয়ন,রুশ
ক্যানারি দ্বীপপুঞ্জ,ইউরোপীয় স্প্যানিশ <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা
গার্নসী,ফরাসি
ভার্সোইক্স,ফরাসি
পিএনজি,ইংরেজি <OR> টোক পিসিন
মেন্ড্রিসিও,ইতালীয়
সুইজারল্যান্ড,ফরাসি ভাষা <OR> ইতালীয় ভাষা <OR> ডিই। <OR> ইতালীয় ভাষা <OR> জার্মানভাষী <OR> ইতালীয় <OR> ফরাসি <OR> জার্মানিক <OR> মানক জার্মান। <OR> এফআর <OR> জার্মানাইজড <OR> ফরাসি ভাষা <OR> জার্মান ভাষা <OR> ফ্রাঙ্কোফোন <OR> জার্মান <OR> জার্মান-ভাষা <OR> আধুনিক জার্মান <OR> ফ্রাঙ্কোফোন
অল্যান্ড দ্বীপপুঞ্জ,সুইডিশ <OR> সুইডিশ ভাষাভাষী
কুবান।,রুশ
সুইডিশ-নরওয়েজিয়ান,সুইডিশ <OR> নরওয়েজিয়ান
টোইভাক্কা,ফিনিশ
লিথুয়ানিয়ানরা।,রুথেনিয়ান <OR> লিথুয়ানিয়ান
বাহিয়া,পোর্তুগিজ
বিশ্ব বাণিজ্য সংস্থা (WTO),ফরাসি
সোভিয়েত বেলারুশ,রুশ <OR> বেলারুশিয়ান
আর্টসাখ প্রজাতন্ত্র,আর্মেনিয়ান
সলনা,সুইডিশ
তুর্কী সরকার,তুর্কি
রাজতন্ত্রবাদী,স্প্যানিশ
ক্রোয়েশিয়া,ক্রোয়াট <OR> ক্রোয়েশিয়ান ভাষা <OR> ক্রোয়েশিয়ান <OR> ক্রোয়েশিয়ান ভাষা
লাক্সেমবার্গ,ফরাসি ভাষা <OR> লাক্সেমবার্গিশ <OR> ফরাসি <OR> লাক্সেমবার্গিশ ভাষা <OR> লুক্সেমবার্গ <OR> জার্মান ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফরাসি ভাষা <OR> লুক্সেমবার্গিশ <OR> জার্মান ভাষা <OR> লাক্সেমবার্গীয় <OR> ফ্রাঙ্কোফোন
মেলিটোপল,ইউক্রেনীয় <OR> রুশ
ইরান,ফারসি
গ্রাউবুন্ডেন,রোমানশ <OR> ইতালীয় <OR> রোমানশ ভাষা
সোনভিলিয়ার,ফরাসি
পুক্কিলা,ফিনিশ
ফ্রান্স,ফরাসি ভাষা <OR> মেট্রোপলিটন ফরাসি <OR> ফরাসি ভাষা <OR> ফরাসি <OR> মানক ফরাসি <OR> পুরাতন ফরাসি <OR> এফআর <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোনি <OR> ফ্রাঙ্কোফোন <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন
ডাচ গায়ানা,ডাচ
মানুষ,ইংরেজি <OR> ম্যানx গ্যালিক <OR> ম্যানx ভাষা <OR> ম্যানx
ইতালি,ইতালীয়
এস্তোনিয়া,ভোরো উপভাষা <OR> এস্তোনিয়ান ভাষায় কথা বলা <OR> এস্তোনিয়ান ভাষা <OR> এস্তোনিয়ান
আন্তর্জাতিক আলোক কমিশন,ফরাসি
সলোমনস,ইংরেজি
প্যারাগুয়ে,গুয়ারানি <OR> স্প্যানিশ ভাষা <OR> গুয়ারানি <OR> স্প্যানিশ <OR> গুয়ারানি ভাষা <OR> গুয়ারানি <OR> স্প্যানিশ ভাষা <OR> গুয়ারানি ভাষা <OR> হিস্পানিক <OR> গুয়ারানি ভাষা
ম্যাগগিয়া (পৌরসভা),ইতালীয়
কলোরাডো,ইংরেজি
লাইহিয়া,ফিনিশ
লিথুয়ানিয়া,লিথুয়ানিয়ান ভাষা <OR> পুরাতন রুথেনিয়ান <OR> লিথুয়ানিয়ান-ভাষা <OR> রুথেনিয়ান <OR> লিথুয়ানিয়ান
ভ্যালেন্সিয়ান অঞ্চল,স্প্যানিশ <OR> কাতালান <OR> ভ্যালেন্সিয়ান ভাষা
চুকোতকা,চুকচি <OR> রুশ <OR> চুকোট।
ইংল্যান্ড,ইংরেজি ভাষা <OR> ইংরেজি <OR> আধুনিক ইংরেজি <OR> অ্যাংলোফোন
নেনেটস স্বায়ত্তশাসিত ওক্রুগ,নেনেটস <OR> রুশ
শাংহাই সহযোগিতা সংস্থা,চীনা
